Student_Id,School,Rank,Rating
student_30238,02M298,6,0.14285714285714285
student_2749,14K477,0,1.0
student_2749,02M419,1,0.5
student_2749,10X438,2,0.3333333333333333
student_2749,02M545,3,0.25
student_2749,02M418,4,0.2
student_2749,02M308,5,0.16666666666666666
student_11550,01M450,0,1.0
student_11550,02M416,1,0.5
student_11550,03M479,2,0.3333333333333333
student_11550,23K493,3,0.25
student_11550,24Q610,4,0.2
student_11550,02M411,5,0.16666666666666666
student_11550,02M047,6,0.14285714285714285
student_11550,02M280,7,0.125
student_11550,02M418,8,0.1111111111111111
student_11550,09X525,9,0.1
student_63350,15K656,0,1.0
student_63350,02M600,1,0.5
student_63350,02M282,2,0.3333333333333333
student_63350,02M413,3,0.25
student_63350,02M586,4,0.2
student_63350,01M292,5,0.16666666666666666
student_63350,02M308,6,0.14285714285714285
student_63350,02M399,7,0.125
student_11076,02M425,0,1.0
student_11076,02M489,1,0.5
student_11076,13K595,2,0.3333333333333333
student_11076,01M292,3,0.25
student_11076,01M450,4,0.2
student_11076,05M362,5,0.16666666666666666
student_11076,01M539,6,0.14285714285714285
student_11076,02M376,7,0.125
student_11076,01M448,8,0.1111111111111111
student_11076,02M413,9,0.1
student_35343,02M139,0,1.0
student_35343,19K409,1,0.5
student_35343,02M412,2,0.3333333333333333
student_35343,01M539,3,0.25
student_35343,02M413,4,0.2
student_35343,01M450,5,0.16666666666666666
student_35343,02M298,6,0.14285714285714285
student_35343,02M422,7,0.125
student_35343,02M520,8,0.1111111111111111
student_2858,13K674,0,1.0
student_2858,02M422,1,0.5
student_2858,02M489,2,0.3333333333333333
student_2858,02M376,3,0.25
student_2858,02M414,4,0.2
student_2858,02M294,5,0.16666666666666666
student_2858,17K751,6,0.14285714285714285
student_2858,02M416,7,0.125
student_2858,02M560,8,0.1111111111111111
student_25125,02M298,0,1.0
student_25125,02M411,1,0.5
student_25125,02M418,2,0.3333333333333333
student_25125,01M448,3,0.25
student_25125,03M479,4,0.2
student_25125,02M534,5,0.16666666666666666
student_25125,03M415,6,0.14285714285714285
student_25125,02M551,7,0.125
student_25125,02M416,8,0.1111111111111111
student_4181,02M294,0,1.0
student_4181,02M407,1,0.5
student_4181,01M450,2,0.3333333333333333
student_4181,07X600,3,0.25
student_4181,02M414,4,0.2
student_4181,02M412,5,0.16666666666666666
student_4181,03M541,6,0.14285714285714285
student_4181,02M376,7,0.125
student_4181,02M439,8,0.1111111111111111
student_4181,01M696,9,0.1
student_60711,02M605,0,1.0
student_60711,02M260,1,0.5
student_60711,04M610,2,0.3333333333333333
student_60711,02M411,3,0.25
student_60711,02M294,4,0.2
student_60711,02M432,5,0.16666666666666666
student_60711,12X242,6,0.14285714285714285
student_60711,02M615,7,0.125
student_60711,03M417,8,0.1111111111111111
student_8419,02M413,0,1.0
student_8419,02M294,1,0.5
student_8419,01M292,2,0.3333333333333333
student_8419,02M543,3,0.25
student_8419,07X473,4,0.2
student_8419,09X413,5,0.16666666666666666
student_8419,16K455,6,0.14285714285714285
student_8419,01M539,7,0.125
student_39553,02M418,0,1.0
student_39553,01M458,1,0.5
student_39553,06M348,2,0.3333333333333333
student_39553,13K594,3,0.25
student_39553,30Q575,4,0.2
student_39553,01M539,5,0.16666666666666666
student_39553,02M615,6,0.14285714285714285
student_39553,02M437,7,0.125
student_33068,02M545,0,1.0
student_33068,01M292,1,0.5
student_33068,02M392,2,0.3333333333333333
student_33068,01M539,3,0.25
student_33068,07X600,4,0.2
student_33068,02M393,5,0.16666666666666666
student_33068,02M294,6,0.14285714285714285
student_33068,23K493,7,0.125
student_52540,22K535,0,1.0
student_52540,02M260,1,0.5
student_52540,02M419,2,0.3333333333333333
student_52540,02M416,3,0.25
student_52540,14K454,4,0.2
student_52540,03M479,5,0.16666666666666666
student_52540,02M294,6,0.14285714285714285
student_52540,01M539,7,0.125
student_46218,04M555,0,1.0
student_46218,02M534,1,0.5
student_46218,01M539,2,0.3333333333333333
student_46218,02M416,3,0.25
student_46218,01M696,4,0.2
student_46218,32K403,5,0.16666666666666666
student_46218,02M408,6,0.14285714285714285
student_46218,02M418,7,0.125
student_46218,01M448,8,0.1111111111111111
student_46218,02M394,9,0.1
student_46218,02M376,10,0.09090909090909091
student_21657,02M630,0,1.0
student_21657,04M495,1,0.5
student_21657,01M448,2,0.3333333333333333
student_21657,02M520,3,0.25
student_21657,01M292,4,0.2
student_21657,01M696,5,0.16666666666666666
student_21657,01M539,6,0.14285714285714285
student_59316,02M605,0,1.0
student_59316,13K670,1,0.5
student_59316,02M280,2,0.3333333333333333
student_59316,02M418,3,0.25
student_59316,02M294,4,0.2
student_59316,01M448,5,0.16666666666666666
student_59316,02M534,6,0.14285714285714285
student_59316,02M374,7,0.125
student_59316,03M479,8,0.1111111111111111
student_57258,02M543,0,1.0
student_57258,02M534,1,0.5
student_57258,15K684,2,0.3333333333333333
student_57258,02M545,3,0.25
student_57258,01M458,4,0.2
student_57258,01M450,5,0.16666666666666666
student_57258,02M420,6,0.14285714285714285
student_57258,02M546,7,0.125
student_57258,02M425,8,0.1111111111111111
student_14481,02M282,0,1.0
student_14481,02M418,1,0.5
student_14481,02M615,2,0.3333333333333333
student_14481,02M298,3,0.25
student_14481,02M411,4,0.2
student_14481,02M534,5,0.16666666666666666
student_14481,02M374,6,0.14285714285714285
student_51818,02M422,0,1.0
student_51818,02M411,1,0.5
student_51818,02M412,2,0.3333333333333333
student_51818,02M520,3,0.25
student_51818,01M292,4,0.2
student_51818,02M414,5,0.16666666666666666
student_51818,02M420,6,0.14285714285714285
student_51818,02M260,7,0.125
student_51818,02M280,8,0.1111111111111111
student_51818,02M419,9,0.1
student_7251,02M543,0,1.0
student_7251,02M392,1,0.5
student_7251,02M400,2,0.3333333333333333
student_7251,02M542,3,0.25
student_7251,01M696,4,0.2
student_7251,01M448,5,0.16666666666666666
student_7251,02M298,6,0.14285714285714285
student_7251,02M294,7,0.125
student_7251,02M420,8,0.1111111111111111
student_7251,01M539,9,0.1
student_8083,02M260,0,1.0
student_8083,02M533,1,0.5
student_8083,02M543,2,0.3333333333333333
student_8083,02M411,3,0.25
student_8083,02M418,4,0.2
student_8083,02M308,5,0.16666666666666666
student_8083,02M414,6,0.14285714285714285
student_8083,02M407,7,0.125
student_56082,02M407,0,1.0
student_56082,02M418,1,0.5
student_56082,02M543,2,0.3333333333333333
student_56082,02M298,3,0.25
student_56082,16K688,4,0.2
student_56082,02M420,5,0.16666666666666666
student_56082,02M438,6,0.14285714285714285
student_56082,02M294,7,0.125
student_383,02M393,0,1.0
student_383,02M545,1,0.5
student_383,02M305,2,0.3333333333333333
student_383,02M414,3,0.25
student_383,02M298,4,0.2
student_383,02M546,5,0.16666666666666666
student_383,03M492,6,0.14285714285714285
student_383,01M448,7,0.125
student_383,02M392,8,0.1111111111111111
student_383,02M419,9,0.1
student_383,02M413,10,0.09090909090909091
student_56592,02M411,0,1.0
student_56592,01M448,1,0.5
student_56592,13K595,2,0.3333333333333333
student_56592,02M288,3,0.25
student_56592,02M376,4,0.2
student_56592,02M534,5,0.16666666666666666
student_56592,13K419,6,0.14285714285714285
student_56592,02M543,7,0.125
student_56592,01M696,8,0.1111111111111111
student_56592,21K620,9,0.1
student_56592,02M545,10,0.09090909090909091
student_54004,02M260,0,1.0
student_54004,01M292,1,0.5
student_54004,02M412,2,0.3333333333333333
student_54004,02M416,3,0.25
student_54004,01M450,4,0.2
student_54004,02M545,5,0.16666666666666666
student_54004,03M479,6,0.14285714285714285
student_54004,04M555,7,0.125
student_54004,02M294,8,0.1111111111111111
student_54004,02M374,9,0.1
student_54004,30Q501,10,0.09090909090909091
student_21813,02M260,0,1.0
student_21813,01M448,1,0.5
student_21813,02M413,2,0.3333333333333333
student_21813,02M615,3,0.25
student_21813,02M294,4,0.2
student_21813,02M407,5,0.16666666666666666
student_21813,06M540,6,0.14285714285714285
student_21813,02M422,7,0.125
student_10269,02M408,0,1.0
student_10269,03M415,1,0.5
student_10269,02M600,2,0.3333333333333333
student_10269,02M260,3,0.25
student_10269,02M294,4,0.2
student_10269,05M362,5,0.16666666666666666
student_10269,02M413,6,0.14285714285714285
student_10269,01M515,7,0.125
student_45124,01M450,0,1.0
student_45124,02M420,1,0.5
student_45124,02M545,2,0.3333333333333333
student_45124,13K674,3,0.25
student_45124,01M696,4,0.2
student_45124,02M294,5,0.16666666666666666
student_45124,13K483,6,0.14285714285714285
student_45124,02M260,7,0.125
student_45124,02M392,8,0.1111111111111111
student_17299,01M696,0,1.0
student_17299,01M539,1,0.5
student_17299,17K751,2,0.3333333333333333
student_17299,02M294,3,0.25
student_17299,29Q498,4,0.2
student_17299,02M605,5,0.16666666666666666
student_17299,03M479,6,0.14285714285714285
student_17299,02M298,7,0.125
student_2835,01M539,0,1.0
student_2835,19K615,1,0.5
student_2835,02M392,2,0.3333333333333333
student_2835,04M435,3,0.25
student_2835,02M376,4,0.2
student_2835,02M420,5,0.16666666666666666
student_2835,27Q650,6,0.14285714285714285
student_2835,01M448,7,0.125
student_2835,02M534,8,0.1111111111111111
student_2835,02M280,9,0.1
student_27971,08X561,0,1.0
student_27971,02M546,1,0.5
student_27971,01M450,2,0.3333333333333333
student_27971,01M539,3,0.25
student_27971,02M282,4,0.2
student_27971,02M605,5,0.16666666666666666
student_27971,02M414,6,0.14285714285714285
student_27971,02M416,7,0.125
student_27971,04M555,8,0.1111111111111111
student_26190,03M541,0,1.0
student_26190,01M450,1,0.5
student_26190,19K660,2,0.3333333333333333
student_26190,05M362,3,0.25
student_26190,02M407,4,0.2
student_26190,02M412,5,0.16666666666666666
student_26190,02M551,6,0.14285714285714285
student_26190,02M580,7,0.125
student_23944,02M630,0,1.0
student_23944,02M534,1,0.5
student_23944,01M539,2,0.3333333333333333
student_23944,01M696,3,0.25
student_23944,18K629,4,0.2
student_23944,02M416,5,0.16666666666666666
student_23944,01M448,6,0.14285714285714285
student_8017,13K605,0,1.0
student_8017,13K963,1,0.5
student_8017,02M411,2,0.3333333333333333
student_8017,02M376,3,0.25
student_8017,02M294,4,0.2
student_8017,02M439,5,0.16666666666666666
student_8017,17K539,6,0.14285714285714285
student_47272,02M298,0,1.0
student_47272,02M414,1,0.5
student_47272,02M374,2,0.3333333333333333
student_47272,01M448,3,0.25
student_47272,02M376,4,0.2
student_47272,02M600,5,0.16666666666666666
student_47272,02M545,6,0.14285714285714285
student_47272,02M416,7,0.125
student_47272,02M139,8,0.1111111111111111
student_54391,02M615,0,1.0
student_54391,02M489,1,0.5
student_54391,02M298,2,0.3333333333333333
student_54391,01M448,3,0.25
student_54391,01M450,4,0.2
student_54391,02M533,5,0.16666666666666666
student_54391,02M411,6,0.14285714285714285
student_59638,02M439,0,1.0
student_59638,02M294,1,0.5
student_59638,02M376,2,0.3333333333333333
student_59638,21K540,3,0.25
student_59638,02M615,4,0.2
student_59638,01M448,5,0.16666666666666666
student_59638,02M280,6,0.14285714285714285
student_59638,02M546,7,0.125
student_59638,02M545,8,0.1111111111111111
student_67953,02M416,0,1.0
student_67953,01M696,1,0.5
student_67953,02M615,2,0.3333333333333333
student_67953,02M294,3,0.25
student_67953,02M413,4,0.2
student_67953,03M541,5,0.16666666666666666
student_67953,02M298,6,0.14285714285714285
student_67953,02M546,7,0.125
student_67953,02M545,8,0.1111111111111111
student_37786,01M450,0,1.0
student_37786,02M416,1,0.5
student_37786,02M135,2,0.3333333333333333
student_37786,01M696,3,0.25
student_37786,02M545,4,0.2
student_37786,02M411,5,0.16666666666666666
student_37786,01M515,6,0.14285714285714285
student_37786,02M600,7,0.125
student_9202,02M374,0,1.0
student_9202,28Q690,1,0.5
student_9202,02M407,2,0.3333333333333333
student_9202,02M413,3,0.25
student_9202,08X312,4,0.2
student_9202,05M362,5,0.16666666666666666
student_9202,02M400,6,0.14285714285714285
student_9202,02M418,7,0.125
student_9202,02M294,8,0.1111111111111111
student_67289,14K558,0,1.0
student_67289,02M439,1,0.5
student_67289,05M362,2,0.3333333333333333
student_67289,02M520,3,0.25
student_67289,01M696,4,0.2
student_67289,02M298,5,0.16666666666666666
student_67289,02M630,6,0.14285714285714285
student_67289,15K429,7,0.125
student_67289,01M539,8,0.1111111111111111
student_67289,02M500,9,0.1
student_63305,02M407,0,1.0
student_63305,01M450,1,0.5
student_63305,01M292,2,0.3333333333333333
student_63305,02M294,3,0.25
student_63305,02M282,4,0.2
student_63305,02M308,5,0.16666666666666666
student_63305,02M534,6,0.14285714285714285
student_63305,02M300,7,0.125
student_63305,02M439,8,0.1111111111111111
student_66008,02M407,0,1.0
student_66008,01M539,1,0.5
student_66008,24Q264,2,0.3333333333333333
student_66008,02M533,3,0.25
student_66008,02M422,4,0.2
student_66008,02M298,5,0.16666666666666666
student_66008,02M294,6,0.14285714285714285
student_41929,02M439,0,1.0
student_41929,02M534,1,0.5
student_41929,27Q650,2,0.3333333333333333
student_41929,02M374,3,0.25
student_41929,22K405,4,0.2
student_41929,02M392,5,0.16666666666666666
student_41929,02M308,6,0.14285714285714285
student_41929,04M555,7,0.125
student_41929,24Q299,8,0.1111111111111111
student_41929,02M400,9,0.1
student_41929,04M435,10,0.09090909090909091
student_41929,01M450,11,0.08333333333333333
student_60964,01M539,0,1.0
student_60964,02M600,1,0.5
student_60964,01M292,2,0.3333333333333333
student_60964,02M411,3,0.25
student_60964,02M414,4,0.2
student_60964,02M544,5,0.16666666666666666
student_60964,02M374,6,0.14285714285714285
student_60964,02M432,7,0.125
student_60964,02M412,8,0.1111111111111111
student_60964,01M696,9,0.1
student_60964,02M519,10,0.09090909090909091
student_27806,01M292,0,1.0
student_27806,28Q310,1,0.5
student_27806,02M439,2,0.3333333333333333
student_27806,02M420,3,0.25
student_27806,14K488,4,0.2
student_27806,02M305,5,0.16666666666666666
student_27806,01M450,6,0.14285714285714285
student_27806,02M294,7,0.125
student_12469,02M416,0,1.0
student_12469,11X455,1,0.5
student_12469,02M411,2,0.3333333333333333
student_12469,02M294,3,0.25
student_12469,02M305,4,0.2
student_12469,01M448,5,0.16666666666666666
student_12469,01M515,6,0.14285714285714285
student_26036,02M294,0,1.0
student_26036,02M412,1,0.5
student_26036,02M520,2,0.3333333333333333
student_26036,02M394,3,0.25
student_26036,01M292,4,0.2
student_26036,02M418,5,0.16666666666666666
student_39830,01M450,0,1.0
student_39830,02M418,1,0.5
student_39830,01M292,2,0.3333333333333333
student_39830,02M392,3,0.25
student_39830,02M439,4,0.2
student_39830,02M298,5,0.16666666666666666
student_39830,02M411,6,0.14285714285714285
student_39830,25Q525,7,0.125
student_39830,02M546,8,0.1111111111111111
student_39830,02M135,9,0.1
student_39830,02M519,10,0.09090909090909091
student_39830,02M376,11,0.08333333333333333
student_21226,02M294,0,1.0
student_21226,02M411,1,0.5
student_21226,01M448,2,0.3333333333333333
student_21226,02M413,3,0.25
student_21226,03M479,4,0.2
student_21226,22K535,5,0.16666666666666666
student_21226,24Q299,6,0.14285714285714285
student_21226,02M422,7,0.125
student_21226,01M292,8,0.1111111111111111
student_21226,02M416,9,0.1
student_18662,02M047,0,1.0
student_18662,01M539,1,0.5
student_18662,01M292,2,0.3333333333333333
student_18662,02M400,3,0.25
student_18662,15K656,4,0.2
student_18662,02M418,5,0.16666666666666666
student_18662,02M439,6,0.14285714285714285
student_18662,16K455,7,0.125
student_18662,04M555,8,0.1111111111111111
student_18662,02M308,9,0.1
student_1143,02M439,0,1.0
student_1143,03M403,1,0.5
student_1143,01M450,2,0.3333333333333333
student_1143,02M411,3,0.25
student_1143,02M294,4,0.2
student_1143,02M416,5,0.16666666666666666
student_1143,02M414,6,0.14285714285714285
student_10194,01M448,0,1.0
student_10194,02M308,1,0.5
student_10194,02M294,2,0.3333333333333333
student_10194,01M539,3,0.25
student_10194,02M615,4,0.2
student_10194,02M419,5,0.16666666666666666
student_10194,02M411,6,0.14285714285714285
student_37571,01M292,0,1.0
student_37571,02M507,1,0.5
student_37571,02M294,2,0.3333333333333333
student_37571,02M534,3,0.25
student_37571,03M415,4,0.2
student_37571,02M308,5,0.16666666666666666
student_25011,02M298,0,1.0
student_25011,02M393,1,0.5
student_25011,02M546,2,0.3333333333333333
student_25011,02M376,3,0.25
student_25011,02M308,4,0.2
student_25011,02M489,5,0.16666666666666666
student_25011,01M450,6,0.14285714285714285
student_25011,02M507,7,0.125
student_25011,02M407,8,0.1111111111111111
student_27599,01M292,0,1.0
student_27599,04M435,1,0.5
student_27599,02M580,2,0.3333333333333333
student_27599,02M545,3,0.25
student_27599,17K382,4,0.2
student_27599,01M450,5,0.16666666666666666
student_27599,01M448,6,0.14285714285714285
student_27599,02M439,7,0.125
student_27599,01M539,8,0.1111111111111111
student_27599,02M305,9,0.1
student_27599,13K963,10,0.09090909090909091
student_44980,02M412,0,1.0
student_44980,02M418,1,0.5
student_44980,02M399,2,0.3333333333333333
student_44980,02M439,3,0.25
student_44980,04M555,4,0.2
student_44980,02M413,5,0.16666666666666666
student_44980,02M560,6,0.14285714285714285
student_44980,03M479,7,0.125
student_63496,01M450,0,1.0
student_63496,01M292,1,0.5
student_63496,01M539,2,0.3333333333333333
student_63496,02M420,3,0.25
student_63496,29Q243,4,0.2
student_63496,04M555,5,0.16666666666666666
student_63496,02M407,6,0.14285714285714285
student_41643,02M533,0,1.0
student_41643,01M450,1,0.5
student_41643,02M439,2,0.3333333333333333
student_41643,01M448,3,0.25
student_41643,13K605,4,0.2
student_41643,02M422,5,0.16666666666666666
student_41643,02M418,6,0.14285714285714285
